car_name,car_versions,car_price_in_rupees,fuel_type,city,year_of_manufacture,car_age
Maruti Suzuki ,Alto 800 Lxi,2.98 Lakh,Petrol,Pune,2016,7
Hyundai ,Grand i10 Asta 1.2 Kappa VTVT,5.21 Lakh,Petrol,Chennai,2017,6
Hyundai ,Elite i20 Sportz 1.2,6.45 Lakh,Petrol,Mumbai,2018,5
Hyundai ,Santro Sportz [2018-2020],5.5 Lakh,Petrol,Pune,2019,4
Maruti Suzuki ,Celerio ZXi AMT ABS,4.82 Lakh,Petrol,Delhi,2016,7
Hyundai, i20 Active 1.2 S,5.5 Lakh,Petrol,Thane,2015,8
Hyundai, Venue S 1.0 Petrol [2019-2020],8.95 Lakh,Petrol,Kolkata,2019,4
Hyundai ,Verna 1.6 VTVT S,5.49 Lakh,Petrol,Kolkata,2016,7
Hyundai ,Creta 1.6 SX,14.25 Lakh,Diesel,Hyderabad,2018,5
Hyundai ,Xcent S 1.1 CRDi (O),3.5 Lakh,Diesel,Kolkata,2015,8
Maruti Suzuki ,Celerio ZXi AMT [2017-2019],5.6 Lakh,Petrol,Bangalore,2018,5
Skoda ,Rapid Ambition 1.6 MPI AT,8.99 Lakh,Petrol,Bangalore,2018,5
Honda, City 1.5 S AT,6.2 Lakh,Petrol,Hyderabad,2013,10
Renault, Triber RXZ EASY-R AMT,7.5 Lakh,Petrol,Mumbai,2020,3
Honda ,City VX CVT,5.99 Lakh,Petrol,Kolkata,2016,7
Renault, Duster 85 PS Base 4X2 MT Diesel,8.62 Lakh,Diesel,Bangalore,2018,5
Toyota, Innova Crysta ZX 2.4 AT 7 STR,32.5 Lakh,Diesel,Hyderabad,2021,2
Maruti Suzuki ,Baleno Alpha Automatic,8.95 Lakh,Petrol,Bangalore,2018,5
Mercedes-Benz ,C-Class 200 K AT,4.63 Lakh,Petrol,Ahmedabad,2006,17
Mercedes-Benz, C-Class C 220 CDI Avantgarde,26.5 Lakh,Diesel,Bangalore,2015,8
Hyundai ,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],5.35 Lakh,Petrol,Mumbai,2015,8
Hyundai ,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],5.24 Lakh,Petrol,Pune,2016,7
Maruti Suzuki, Ciaz Zeta 1.4 AT,9 Lakh,Petrol,Hyderabad,2018,5
Tata ,Nexon EV XZ Plus,15 Lakh,Electric,Mumbai,2022,1
Mahindra ,Quanto C8,3 Lakh,Diesel,Thiruvallur,2012,11
Tata ,Tigor Buzz Petrol,4.9 Lakh,Petrol,Ahmedabad,2018,5
Maruti Suzuki, Dzire VXi,6.65 Lakh,Petrol,Thane,2018,5
Honda ,City V,9.91 Lakh,Petrol,Ahmedabad,2022,1
Hyundai ,Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,7.33 Lakh,Petrol,Pune,2019,4
Hyundai ,Tucson 2WD MT Diesel,7.61 Lakh,Diesel,Delhi,2021,2
Hyundai, Elite i20 Asta 1.2 (O) [2016],7.79 Lakh,Petrol,Bangalore,2016,7
Skoda ,Octavia 1.8 TSI Style Plus AT [2017],19.5 Lakh,Petrol,Chennai,2019,4
Hyundai ,Verna SX Plus 1.6 CRDi AT,10.25 Lakh,Diesel,Ahmedabad,2017,6
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,3.76 Lakh,Petrol,Delhi,2014,9
Hyundai, Santro Xing GL Plus,2.65 Lakh,Petrol,Delhi,2013,10
Hyundai, Creta SX Plus 1.6  Petrol,9.75 Lakh,Petrol,Thane,2017,6
BMW ,3 Series 320d Highline Sedan,9 Lakh,Diesel,Kolkata,2011,12
Maruti Suzuki, Wagon R 1.0 LXI ABS,6.87 Lakh,Petrol,Pune,2021,2
Maruti Suzuki ,Alto 800 VXi,3.69 Lakh,Petrol,Kolkata,2020,3
Hyundai, i10 1.1L iRDE Magna Special Edition,3.9 Lakh,Petrol,Ahmedabad,2014,9
Honda ,WR-V VX MT Petrol,8.9 Lakh,Petrol,Thane,2019,4
Tata ,Harrier XTA Plus Dark Edition,25 Lakh,Diesel,Hyderabad,2022,1
Hyundai ,Elite i20 Magna 1.2,4.65 Lakh,Petrol,Thane,2015,8
Skoda, Rapid Style 1.5 TDI,6.54 Lakh,Diesel,Kolkata,2017,6
Renault ,Kwid RXL,3.51 Lakh,Petrol,Delhi,2019,4
Maruti Suzuki ,Swift DZire ZDI,5.26 Lakh,Diesel,Pune,2012,11
Renault ,Kwid CLIMBER 1.0 [2017-2019],3.8 Lakh,Petrol,Hyderabad,2018,5
Hyundai, Creta SX Plus 1.6  Petrol,9.11 Lakh,Petrol,Mumbai,2016,7
Nissan ,Terrano XL (D),6.25 Lakh,Diesel,Ahmedabad,2015,8
MG, Hector Sharp 1.5 Petrol CVT,19.75 Lakh,Petrol,Bangalore,2021,2
Maruti Suzuki, Ritz VXI BS-IV,3.15 Lakh,Petrol,Thane,2012,11
Maruti Suzuki, Vitara Brezza VXi,8.59 Lakh,Petrol,Chennai,2020,3
Hyundai, Creta 1.6 S Petrol,10.03 Lakh,Petrol,Pune,2017,6
Honda ,Jazz S Petrol,6.73 Lakh,Petrol,Bangalore,2017,6
Land Rover, Range Rover Velar 2.0 R-Dynamic S Petrol 250 [2017-2020],78.99 Lakh,Petrol,Kolkata,2020,3
Renault ,Duster 110 PS RxZ Diesel,5.7 Lakh,Diesel,Thane,2014,9
Maruti Suzuki ,Ertiga ZXi AT,11.9 Lakh,Petrol,Ahmedabad,2021,2
Toyota ,Innova Crysta 2.8 GX AT 8 STR [2016-2020],18.5 Lakh,Diesel,Hyderabad,2017,6
Renault, Kwid Neotech RXL,5.49 Lakh,Petrol,Pune,2021,2
Renault, Captur Platine Mono Diesel,6.75 Lakh,Diesel,Kolkata,2019,4
Hyundai, Santro Sportz AMT [2018-2020],5.18 Lakh,Petrol,Pune,2018,5
Hyundai ,Verna 1.6 VTVT SX,7.5 Lakh,Petrol,Kolkata,2018,5
Maruti Suzuki, Vitara Brezza ZDi Plus AGS,9.85 Lakh,Diesel,Hyderabad,2018,5
Tata ,Nexon XMA Diesel,9.41 Lakh,Diesel,Thane,2019,4
Honda ,City S Petrol,6.95 Lakh,Petrol,Thane,2017,6
Hyundai, Verna SX (O) 1.5 CRDi,13.83 Lakh,Diesel,Hyderabad,2021,2
Maruti Suzuki ,Alto 800 Lxi,3.19 Lakh,Petrol,Delhi,2018,5
Maruti Suzuki ,Wagon R 1.0 VXI AMT,4.9 Lakh,Petrol,Ahmedabad,2018,5
Mahindra, XUV300 1.5 W8 (O) [2019-2020],11.5 Lakh,Diesel,Hyderabad,2018,5
Toyota, Innova Crysta 2.8 ZX AT 7 STR [2016-2020],22.5 Lakh,Diesel,Chennai,2017,6
Ford ,Figo Titanium 1.5 Ti-VCT AT,5.5 Lakh,Petrol,Hyderabad,2016,7
Toyota, Corolla Altis G Petrol,8.85 Lakh,Petrol,Delhi,2018,5
Tata , Revotron XZ Plus,6.39 Lakh,Petrol,Bangalore,2018,5
Honda ,WR-V VX MT Petrol,8.2 Lakh,Petrol,Delhi,2018,5
Volkswagen, Tiguan Highline TDI,24 Lakh,Diesel,Hyderabad,2017,6
Audi ,Q7 45 TDI Technology Pack,61.5 Lakh,Diesel,Ahmedabad,2017,6
Mahindra, XUV500 W8,7.5 Lakh,Diesel,Bangalore,2012,11
BMW, X1 sDrive20d xLine,32.5 Lakh,Diesel,Mumbai,2019,4
Toyota ,Camry Hybrid,21.43 Lakh,Petrol,Delhi,2017,6
Honda, Amaze 1.2 SX i-VTEC,4.6 Lakh,Petrol,Ambattur,2014,9
Mercedes-Benz ,C-Class 250 CDI Avantagarde,9.5 Lakh,Diesel,Ahmedabad,2012,11
Ford, EcoSport Titanium 1.5 TDCi,4.85 Lakh,Diesel,Thane,2013,10
Maruti Suzuki ,Swift VXi,3.7 Lakh,Petrol,Kolkata,2015,8
Fiat, Punto Evo Dynamic 1.2,4 Lakh,Petrol,Ambattur,2016,7
Maruti Suzuki, Ignis Alpha 1.2 MT,5.25 Lakh,Petrol,Mumbai,2017,6
Jeep ,Compass Limited 1.4 Petrol AT [2017-2020],16.92 Lakh,Petrol,Pune,2019,4
Mercedes-Benz, E-Class E 220d Exclusive [2019-2019],74 Lakh,Diesel,Delhi,2022,1
Mercedes-Benz, C-Class 250 CDI Avantagarde,13.95 Lakh,Diesel,Bangalore,2013,10
Hyundai, Grand i10 Sports Edition 1.2L Kappa VTVT,4.79 Lakh,Petrol,Pune,2016,7
Audi ,A6 Technology 45 TFSI,48 Lakh,Petrol,Ahmedabad,2020,3
Mahindra, XUV500 W7 [2018-2020],13.5 Lakh,Diesel,Mumbai,2020,3
Honda ,Amaze 1.2 V CVT Petrol [2018-2020],8.51 Lakh,Petrol,Ahmedabad,2021,2
Kia, Seltos GTX Plus 1.4 [2020-2021],14.91 Lakh,Petrol,Bangalore,2019,4
Mercedes-Benz, GLE 250 d,42.75 Lakh,Diesel,Thane,2016,7
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],4.15 Lakh,Petrol,Pune,2014,9
Maruti Suzuki, Dzire ZXi Plus AMT,6.37 Lakh,Petrol,Chennai,2017,6
Hyundai ,Grand i10 Sports Edition 1.2L Kappa VTVT,4.77 Lakh,Petrol,Kolkata,2019,4
Jeep ,Compass Limited (O) 1.4 Petrol AT [2017-2020],22.5 Lakh,Petrol,Kolkata,2021,2
Hyundai ,Santro Magna [2018-2020],5.1 Lakh,Petrol,Hyderabad,2019,4
Maruti Suzuki ,Swift Dzire VXI,5.5 Lakh,Petrol,Thane,2016,7
Hyundai ,i10 Sportz 1.2 AT Kappa2,3.2 Lakh,Petrol,Ahmedabad,2011,12
Maruti Suzuki ,Celerio VXi CNG [2017-2019],5.24 Lakh,CNG,Pune,2018,5
Hyundai, Elite i20 Magna Executive 1.2,5.36 Lakh,Petrol,Kolkata,2018,5
Mercedes-Benz, C-Class C 220 CDI Style,30 Lakh,Diesel,Hyderabad,2015,8
MG ,Hector Sharp 2.0 Diesel [2019-2020],16.11 Lakh,Diesel,Mumbai,2019,4
Mahindra, Thar LX Hard Top Petrol MT,16.99 Lakh,Petrol,Bangalore,2022,1
Toyota ,Fortuner 3.0 4x2 AT,19.9 Lakh,Diesel,Hyderabad,2014,9
Toyota ,Fortuner 4x2 AT,26.49 Lakh,Diesel,Ahmedabad,2016,7
Hyunda,i Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],7.78 Lakh,CNG,Pune,2021,2
Volkswagen ,Polo Comfortline 1.2L (P),3.45 Lakh,Petrol,Thane,2013,10
Maruti Suzuki ,Ciaz Sigma 1.4 MT,7.45 Lakh,Petrol,Mumbai,2018,5
Hyundai ,Verna 1.6 VTVT SX,6.75 Lakh,Petrol,Ahmedabad,2017,6
Hyundai, Elite i20 Asta 1.2 (O) [2016],6.83 Lakh,Petrol,Delhi,2017,6
Honda, Amaze 1.2 VX i-VTEC,4.6 Lakh,Petrol,Thane,2015,8
MG, Astor Savvy 1.5 CVT S Red,14.75 Lakh,Petrol,Delhi,2021,2
Maruti Suzuki ,Vitara Brezza VDi,8.75 Lakh,Diesel,Mumbai,2019,4
Honda, City 1.5 V MT Sunroof,5.65 Lakh,Petrol,Bangalore,2012,11
Hyundai, Eon Era +,2.5 Lakh,Petrol,Thane,2013,10
Ford, EcoSport Titanium 1.5L Ti-VCT AT,6.85 Lakh,Petrol,Mumbai,2016,7
Maruti Suzuki ,Swift LXi,5.64 Lakh,Petrol,Chennai,2020,3
Maruti Suzuki, Alto 800 Lxi,2.99 Lakh,Petrol,Pune,2017,6
Honda, Brio S MT,3.05 Lakh,Petrol,Thane,2013,10
Mahindra ,XUV500 W10 AT,14.99 Lakh,Diesel,Bangalore,2017,6
BMW ,X1 sDrive20d Expedition,21.75 Lakh,Diesel,Mumbai,2017,6
Maruti Suzuki ,Wagon R 1.0 LXI,3.91 Lakh,Petrol,Delhi,2017,6
Maruti Suzuki, Swift Dzire ZDI AMT,6.9 Lakh,Diesel,Ahmedabad,2017,6
Maruti Suzuki ,Dzire ZDi Plus,7.7 Lakh,Diesel,Hyderabad,2017,6
Hyundai ,Creta Facelift 1.4 Turbo Petrol DCT,19.2 Lakh,Petrol,Thane,2022,1
Maruti Suzuki, Vitara Brezza ZDi Plus,9.5 Lakh,Diesel,Hyderabad,2017,6
Hyundai, Elite i20 Magna 1.2,5.75 Lakh,Petrol,Hyderabad,2015,8
Maruti Suzuki ,Baleno Zeta 1.2,4.83 Lakh,Petrol,Kolkata,2016,7
Toyota, Innova Crysta 2.8 ZX AT 7 STR [2016-2020],19.75 Lakh,Diesel,Ahmedabad,2018,5
Hyundai ,Elantra SX (O) 2.0 AT,10.9 Lakh,Petrol,Mumbai,2016,7
Maruti Suzuki, Alto K10 VXi AMT [2014-2018],3.89 Lakh,Petrol,Pune,2016,7
Volkswagen ,Ameo Comfortline 1.0L (P),5.9 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki ,Dzire ZXi,6.34 Lakh,Petrol,Kolkata,2019,4
Volkswagen, Vento Highline Petrol,4.45 Lakh,Petrol,Mumbai,2014,9
Tata ,Nexon XMA Petrol,7.45 Lakh,Petrol,Thane,2019,4
Honda, City V CVT Petrol [2017-2019],9.96 Lakh,Petrol,Chennai,2018,5
Maruti Suzuki ,Vitara Brezza ZXi Plus AT SHVS,11.17 Lakh,Petrol,Pune,2020,3
Audi ,Q7 4.2 TDI quattro,32 Lakh,Diesel,Bangalore,2014,9
Honda, City V CVT Petrol [2017-2019],8.85 Lakh,Petrol,Mumbai,2017,6
Maruti Suzuki, Swift DZire VXI,3.25 Lakh,Petrol,Delhi,2012,11
Toyota, Camry Hybrid [2015-2017],48.5 Lakh,Petrol,Pune,2022,1
Honda, Brio S MT,4.5 Lakh,Petrol,Ahmedabad,2016,7
Tata ,Harrier XZA Plus Dual Tone,22.51 Lakh,Diesel,Mumbai,2021,2
Maruti Suzuki, Alto 800 Lxi,2.99 Lakh,Petrol,Pune,2016,7
MG ,Hector Sharp 1.5 Petrol Turbo Hybrid MT,18.66 Lakh,Hybrid,Pallikarnai,2022,1
Maruti Suzuki, Dzire ZXi Plus AMT,8.8 Lakh,Petrol,Hyderabad,2020,3
Hyundai ,Grand i10 Magna 1.1 CRDi [2016-2017],4.15 Lakh,Diesel,Thane,2015,8
Maruti Suzuki ,Wagon R 1.0 LXi CNG,2.95 Lakh,CNG,Mumbai,2012,11
Maruti Suzuki, Alto 800 Vxi,3.79 Lakh,Petrol,Bangalore,2018,5
Honda ,City V,6.25 Lakh,Petrol,Ahmedabad,2016,7
Maruti Suzuki, Celerio VXi CNG,6.89 Lakh,CNG,Pune,2022,1
Hyundai, Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],4.1 Lakh,Petrol + 1,Thiruvallur,2017,6
Hyundai ,Santro Sportz [2018-2020],4.86 Lakh,Petrol,Chennai,2019,4
Hyundai ,Elite i20 Sportz 1.2 [2016-2017],4.95 Lakh,Petrol,Mumbai,2016,7
Hyundai ,Creta SX 1.6 AT CRDi,12.85 Lakh,Diesel,Mumbai,2018,5
Maruti Suzuki ,Celerio X Zxi (O) AMT [2017-2019],4.5 Lakh,Petrol,Kolkata,2018,5
Maruti Suzuki ,Celerio VXi,3.64 Lakh,Petrol,Kolkata,2015,8
Maruti Suzuki ,Wagon R 1.0 LXi CNG,2.5 Lakh,CNG,Ahmedabad,2011,12
Tata ,Tiago Revotron XZA,5.25 Lakh,Petrol,Thane,2018,5
Mahindra, XUV500 W10,13.75 Lakh,Diesel,Bangalore,2016,7
Tata ,Tiago Revotron XZ,4.65 Lakh,Petrol,Mumbai,2017,6
Toyota, Innova Crysta 2.8 GX AT 7 STR [2016-2020],15.8 Lakh,Diesel,Delhi,2018,5
Maruti Suzuki ,Swift VDi,7.3 Lakh,Diesel,Hyderabad,2018,5
Maruti Suzuki ,Wagon R 1.0 VXI,3.59 Lakh,Petrol,Kolkata,2016,7
Datsun,GO T [2018-2019],3.61 Lakh,Petrol,Hyderabad,2018,5
Ford, Fiesta Exi 1.6 Duratec Ltd,1.75 Lakh,Petrol + 1,Pallikarnai,2009,14
Volvo ,S90 D4 Inscription,47.5 Lakh,Diesel,Delhi,2020,3
Maruti Suzuki, Swift DZire VXI,4.28 Lakh,Petrol,Kolkata,2014,9
Maruti Suzuki, Vitara Brezza ZDi,8.45 Lakh,Diesel,Mumbai,2018,5
Hyundai ,Grand i10 Sports Edition 1.1 CRDi,3.49 Lakh,Diesel,Kolkata,2015,8
Honda ,Jazz ZX CVT,10.24 Lakh,Petrol,Pune,2021,2
Renault, Kwid Neotech RXL,4.75 Lakh,Petrol,Mumbai,2021,2
Honda, BR-V V CVT Petrol,7.75 Lakh,Petrol,Mumbai,2016,7
Honda, City V Petrol [2017-2019],7.65 Lakh,Petrol,Thane,2017,6
Tata, Safari XZA Plus,23.95 Lakh,Diesel,Bangalore,2021,2
Renault ,Triber RXZ,6.7 Lakh,Petrol,Thiruvallur,2020,3
Maruti Suzuki ,Wagon R 1.0 VXI,4.64 Lakh,Petrol,Pune,2017,6
BMW ,7 Series 730Ld,69.75 Lakh,Diesel,Ahmedabad,2017,6
Nissan, Sunny XL D,5.75 Lakh,Diesel,Ahmedabad,2017,6
Volkswagen ,Vento Trendline Petrol,3.15 Lakh,Petrol,Thane,2011,12
Land Rover ,Range Rover Evoque HSE Dynamic,53 Lakh,Diesel,Bangalore,2018,5
Hyundai, Eon Era +,3.5 Lakh,Petrol,Ahmedabad,2017,6
Honda ,Jazz V Petrol,5.3 Lakh,Petrol,Mumbai,2016,7
Hyundai ,Creta SX Plus 1.6  Petrol,7.5 Lakh,Petrol,Thane,2015,8
Maruti Suzuki, Wagon R LXi 1.0 CNG,5.53 Lakh,CNG,Delhi,2020,3
Honda ,Amaze 1.2 VX AT i-VTEC,4.65 Lakh,Petrol,Mumbai,2014,9
Tata, Harrier XZA Plus Dark Edition,22.5 Lakh,Diesel,Ahmedabad,2021,2
Hyundai ,Santro Sportz [2018-2020],4.85 Lakh,Petrol,Ahmedabad,2019,4
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4 Lakh,CNG,Thane,2015,8
Honda, City VX CVT,7.5 Lakh,Petrol,Mumbai,2015,8
Maruti Suzuki, Alto K10 LXi CNG,3.7 Lakh,CNG,Delhi,2019,4
Hyundai, Grand i10 Nios Sportz 1.2 Kappa VTVT,6.69 Lakh,Petrol,Bangalore,2019,4
Toyota, Innova Crysta 2.4 ZX 7 STR [2016-2020],19.75 Lakh,Diesel,Hyderabad,2017,6
Hyundai ,i10 Asta 1.2 AT with Sunroof,3.25 Lakh,Petrol,Thane,2013,10
Hyundai ,Elite i20 Asta 1.2,7.99 Lakh,Petrol,Bangalore,2018,5
Maruti Suzuki ,Ritz Vdi BS-IV,4.1 Lakh,Diesel,Thane,2014,9
Audi ,Q3 2.0 TDI quattro Premium Plus,15.79 Lakh,Diesel,Delhi,2015,8
Chevrolet ,Beat LS Diesel,1.5 Lakh,Diesel + 1,Ambattur,2011,12
Hyundai ,Elite i20 Asta 1.2,5.65 Lakh,Petrol,Mumbai,2015,8
Honda, Amaze 1.5 S i-DTEC,5.6 Lakh,Diesel,Hyderabad,2015,8
Nissan ,Sunny XL CVT AT,4.95 Lakh,Petrol,Bangalore,2013,10
Hyundai, Venue SX 1.4 (O) CRDi,13 Lakh,Diesel,Thane,2021,2
Honda, Brio V MT,2.85 Lakh,Petrol,Noida,2011,12
Hyundai ,Elite i20 Sportz 1.2 [2016-2017],7.23 Lakh,Petrol,Pune,2019,4
Tata ,Zest XM 75 PS Diesel,5.5 Lakh,Diesel,Chennai,2015,8
Maruti Suzuki ,Wagon R 1.0 LXI CNG,4.1 Lakh,CNG,Thane,2015,8
Maruti Suzuki ,Celerio VXi (O) CNG [2019-2020],5.58 Lakh,CNG,Pune,2019,4
Maruti Suzuki ,Baleno Delta 1.2,6.18 Lakh,Petrol,Delhi,2019,4
BMW ,3 Series 320d Luxury Line,12 Lakh,Diesel,Kolkata,2013,10
Maruti Suzuki, Wagon R 1.0 VXI,3.78 Lakh,Petrol,Pune,2015,8
Renault ,Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],11.9 Lakh,Petrol,Chennai,2020,3
Honda, Jazz V Petrol,5.99 Lakh,Petrol,Ahmedabad,2019,4
Hyundai ,i20 Active 1.2 SX,5.9 Lakh,Petrol,Mumbai,2015,8
Honda, City VX CVT Petrol,9.99 Lakh,Petrol,Bangalore,2017,6
Hyundai ,Elite i20 Asta 1.2,5.65 Lakh,Petrol,Mumbai,2015,8
Hyundai, Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],4.99 Lakh,Petrol,Thane,2015,8
Tata, Nexon XZA Plus,10.99 Lakh,Petrol,Bangalore,2020,3
Hyundai ,Santro Sportz,5.4 Lakh,Petrol,Bangalore,2021,2
Tata ,Nexon XZ Plus Dual Tone,9.13 Lakh,Petrol,Pune,2018,5
Maruti Suzuki, Ciaz S 1.4 MT,6.86 Lakh,Petrol,Delhi,2018,5
Volkswagen, Polo Highline1.2L (D),5.5 Lakh,Diesel,Hyderabad,2014,9
Toyota, Yaris J CVT [2018-2020],8.47 Lakh,Petrol,Pune,2019,4
Maruti Suzuki ,Swift VXi AMT [2018-2019],6.75 Lakh,Petrol,Ahmedabad,2018,5
Honda, Jazz S MT [2015-2016],6.5 Lakh,Petrol,Hyderabad,2018,5
Honda, City ZX CVT Petrol [2017-2019],8.11 Lakh,Petrol,Kolkata,2017,6
Toyota ,Etios VX,4.11 Lakh,Petrol,Mumbai,2014,9
Renault ,Kwid 1.0 RXT [2016-2019],2.7 Lakh,Petrol,Thiruvallur,2018,5
Hyundai ,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],5.25 Lakh,Petrol,Pune,2017,6
Hyundai, Grand i10 Sports Edition 1.1 CRDi,5.5 Lakh,Diesel,Hyderabad,2017,6
Maruti ,Suzuki S-Cross Zeta 1.3,9.5 Lakh,Diesel,Hyderabad,2018,5
Honda ,Brio S MT,3.45 Lakh,Petrol,Thane,2014,9
Maruti Suzuki, Baleno Delta 1.2,5.65 Lakh,Petrol,Noida,2017,6
Nissan, Magnite XV Premium Dual Tone,8.4 Lakh,Petrol,Thane,2021,2
Skoda, Rapid Style 1.6 MPI AT,8.75 Lakh,Petrol,Mumbai,2018,5
Volkswagen, Cross Polo 1.2 MPI,6.5 Lakh,Petrol,Hyderabad,2017,6
Honda ,City S,5.75 Lakh,Petrol,Ahmedabad,2016,7
Honda, Amaze VX CVT 1.2 Petrol,9.22 Lakh,Petrol,Pune,2020,3
Maruti Suzuki, Swift ZXi,5.31 Lakh,Petrol,Pune,2015,8
Mercedes-Benz ,CLA 200 CDI Sport,24.26 Lakh,Diesel,Ahmedabad,2016,7
Hyundai, i10 Magna 1.1 iRDE2 [2010-2017],4 Lakh,Petrol + 1,Poonamallee,2016,7
Nissan ,Terrano XL (D),7.69 Lakh,Diesel,Bangalore,2016,7
Jaguar ,XE Prestige,29.75 Lakh,Petrol,Bangalore,2017,6
Maruti Suzuki ,Wagon R 1.0 VXI,3.75 Lakh,Petrol + 1,Thane,2016,7
Hyundai ,Elite i20 Asta 1.2 (O) [2016],5.45 Lakh,Petrol,Kolkata,2017,6
Maruti Suzuki, Swift VXi AMT,7.65 Lakh,Petrol,Thane,2021,2
Maruti Suzuki, S-Cross Zeta,10.5 Lakh,Petrol,Ahmedabad,2022,1
Honda ,City SV,5.75 Lakh,Petrol,Noida,2014,9
Honda ,Jazz S Diesel [2015-2016],4.5 Lakh,Diesel,Kolkata,2016,7
Ford ,EcoSport Titanium 1.5L TDCi,7.99 Lakh,Diesel,Bangalore,2016,7
Audi ,A6 2.0 TDI Premium,12.13 Lakh,Diesel,Delhi,2013,10
Maruti Suzuki, Swift VDi,6.85 Lakh,Diesel,Hyderabad,2018,5
Audi ,Q5 3.0 TDI quattro Premium Plus,28 Lakh,Diesel,Hyderabad,2015,8
Maruti Suzuki ,vitara brezza vxi,9.49 Lakh,Petrol,Bangalore,2020,3
Maruti Suzuki ,Celerio VXi,3.96 Lakh,Petrol,Pune,2016,7
Maruti Suzuki ,Vitara Brezza ZDi+ Dual Tone [2017-2018],9.54 Lakh,Diesel,Hyderabad,2019,4
Skoda ,Laura Ambition 2.0 TDI CR AT,4.25 Lakh,Diesel,Mumbai,2013,10
Honda ,WR-V VX MT Diesel,6.45 Lakh,Diesel,Kolkata,2017,6
Maruti Suzuki ,Alto 800 LXi (O) CNG,4.51 Lakh,CNG,Delhi,2021,2
Hyundai ,Elantra 1.6 SX AT,9.31 Lakh,Diesel,Pune,2015,8
Honda, Amaze 1.2 VX i-VTEC,5 Lakh,Petrol,Mumbai,2016,7
Land Rover, Discovery Sport SE,49.5 Lakh,Diesel,Thane,2018,5
Maruti Suzuki ,S-Cross Zeta,10.95 Lakh,Petrol,Hyderabad,2021,2
Maruti Suzuki ,Ciaz Alpha 1.4 MT,7.69 Lakh,Petrol,Bangalore,2017,6
Ford ,EcoSport Titanium 1.5L Ti-VCT,5.85 Lakh,Petrol,Kolkata,2017,6
Honda, Jazz V AT Petrol,4.75 Lakh,Petrol,Kolkata,2015,8
Honda ,City ZX EXi,2.95 Lakh,Petrol + 1,Ambattur,2007,16
Maruti Suzuki, Swift ZXi,6.52 Lakh,Petrol,Hyderabad,2018,5
Hyundai ,Elite i20 Asta 1.4 CRDi,6.21 Lakh,Diesel,Kolkata,2018,5
Hyundai ,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],6.15 Lakh,Petrol,Pune,2016,7
Maruti Suzuki ,Wagon R 1.0 VXI AMT,4.75 Lakh,Petrol,Pune,2017,6
Hyundai ,Aura SX 1.2 (O) Petrol,7.3 Lakh,Petrol,Pune,2020,3
Mercedes-Benz, AMG GLA35 4MATIC,61 Lakh,Petrol,Mumbai,2021,2
Maruti Suzuki, Dzire ZXi Plus,9.74 Lakh,Petrol,Pune,2022,1
Hyundai ,Creta SX Plus 1.6 AT CRDI,10.23 Lakh,Diesel,Kolkata,2018,5
Hyundai, Elite i20 Asta 1.2 (O) [2019-2020],8 Lakh,Petrol + 1,Thiruvallur,2019,4
Kia, Seltos GTX 1.4,16.82 Lakh,Petrol,Bangalore,2020,3
Honda ,Brio S MT,4.19 Lakh,Petrol,Bangalore,2013,10
Maruti Suzuki ,Celerio VXi CNG [2017-2019],4.87 Lakh,CNG,Delhi,2018,5
Hyundai ,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.5 Lakh,Petrol,Pune,2016,7
Nissan ,Magnite XV Premium Dual Tone,8.3 Lakh,Petrol + 1,Pallikarnai,2021,2
Renault ,Duster 110 PS RXS 4X2 AMT Diesel,10.29 Lakh,Diesel,Bangalore,2018,5
Toyota, Fortuner 2.8 4x2 AT [2016-2020],32 Lakh,Diesel,Hyderabad,2018,5
Honda ,Brio S MT,2.82 Lakh,Petrol,Delhi,2014,9
Maruti Suzuki, S-Presso VXi,4.52 Lakh,Petrol,Kolkata,2020,3
Hyundai, Verna 1.6 VTVT SX,9.1 Lakh,Petrol,Delhi,2018,5
Tata, Nexon XZ Plus (O),11.5 Lakh,Petrol,Chennai,2022,1
Maruti Suzuki, Swift VXi AMT,7.04 Lakh,Petrol,Delhi,2019,4
Honda ,Brio V MT,3.51 Lakh,Petrol,Mumbai,2014,9
Audi, A6 2.0 TDI Premium,16.5 Lakh,Diesel,Ahmedabad,2014,9
Honda, Amaze 1.2 VX MT Petrol [2018-2020],6.85 Lakh,Petrol,Mumbai,2018,5
Kia ,Seltos HTX 1.5 [2020-2021],13.53 Lakh,Petrol,Delhi,2020,3
Ford, EcoSport Titanium 1.5L Ti-VCT AT,5.75 Lakh,Petrol,Mumbai,2015,8
